"Date","WPU54"
2009-06-01,100
2009-07-01,99.8
2009-08-01,100
2009-09-01,100.1
2009-10-01,100
2009-11-01,100.1
2009-12-01,100
2010-01-01,99.7
2010-02-01,100.1
2010-03-01,100.3
2010-04-01,100.5
2010-05-01,100.7
2010-06-01,100.6
2010-07-01,100.7
2010-08-01,100.8
2010-09-01,100.6
2010-10-01,100.7
2010-11-01,100.9
2010-12-01,101.1
2011-01-01,101.2
2011-02-01,101.5
2011-03-01,101.4
2011-04-01,102
2011-05-01,102.1
2011-06-01,102.1
2011-07-01,102.2
2011-08-01,103
2011-09-01,103.2
2011-10-01,103.6
2011-11-01,104
2011-12-01,104
2012-01-01,105.2
2012-02-01,105.7
2012-03-01,105.9
2012-04-01,106.2
2012-05-01,105.7
2012-06-01,105.7
2012-07-01,105.9
2012-08-01,106.1
2012-09-01,105.6
2012-10-01,106.3
2012-11-01,106.5
2012-12-01,106.5
2013-01-01,108.1
2013-02-01,108.4
2013-03-01,108.4
2013-04-01,108.4
2013-05-01,108.1
2013-06-01,108.1
2013-07-01,108.7
2013-08-01,108.7
2013-09-01,109.4
2013-10-01,109.6
2013-11-01,109.4
2013-12-01,109.5
2014-01-01,109.7
2014-02-01,110
2014-03-01,110.3
2014-04-01,110.5
2014-05-01,111.1
2014-06-01,111.2
2014-07-01,111.5
2014-08-01,111.7
2014-09-01,111.9
2014-10-01,112
2014-11-01,112.1
2014-12-01,112.4
2015-01-01,112.9
2015-02-01,112.8
2015-03-01,113
2015-04-01,113.6
2015-05-01,113.6
2015-06-01,113.9
2015-07-01,114.4
2015-08-01,114.4
2015-09-01,114.5
2015-10-01,114.6
2015-11-01,113.9
2015-12-01,114.9
2016-01-01,115.1
2016-02-01,114.9
2016-03-01,115.5
2016-04-01,115.7
2016-05-01,116
2016-06-01,116.1
2016-07-01,116.2
2016-08-01,116.3
2016-09-01,116.4
2016-10-01,116.9
2016-11-01,116.8
2016-12-01,117.3
2017-01-01,118
2017-02-01,118.2
2017-03-01,118.4
2017-04-01,119.6
2017-05-01,120.1
2017-06-01,120.2
2017-07-01,120.2
2017-08-01,120.4
2017-09-01,120.6
2017-10-01,120.4
2017-11-01,119.7
2017-12-01,121
2018-01-01,121
2018-02-01,117.1
2018-03-01,118
2018-04-01,121
2018-05-01,119.9
2018-06-01,119.9
2018-07-01,119.7
2018-08-01,119.3
2018-09-01,117.2
2018-10-01,117.7
2018-11-01,117.8
2018-12-01,118.5
2019-01-01,118.7
2019-02-01,119.2
2019-03-01,120.5
2019-04-01,120.6
2019-05-01,120.2
2019-06-01,120.4
2019-07-01,120.7
2019-08-01,120.3
2019-09-01,120
2019-10-01,120.2
2019-11-01,119.9
2019-12-01,120.6
2020-01-01,122.7
2020-02-01,120.3
2020-03-01,120.6
2020-04-01,120.7
2020-05-01,119
2020-06-01,120.5
2020-07-01,121.5
2020-08-01,120.4
2020-09-01,121.4
2020-10-01,121.5
2020-11-01,119.6
2020-12-01,120.9
2021-01-01,120.8
2021-02-01,121
2021-03-01,122.8
2021-04-01,123
2021-05-01,123.8
2021-06-01,124.6
2021-07-01,127.672
2021-08-01,128.967
2021-09-01,129.059
2021-10-01,128.956
2021-11-01,129.943
2021-12-01,130.773
2022-01-01,123.015
2022-02-01,124.342
2022-03-01,125.849
2022-04-01,124.106
2022-05-01,126.109
2022-06-01,126.973
2022-07-01,127.912
2022-08-01,128.287
2022-09-01,127.138
2022-10-01,126.763
2022-11-01,127.604
2022-12-01,127.058
2023-01-01,128.23
2023-02-01,129.007
2023-03-01,129.2
2023-04-01,129.666
2023-05-01,129.676
2023-06-01,129.853
2023-07-01,130.082
2023-08-01,131.063
2023-09-01,131.392
2023-10-01,131.402
2023-11-01,131.803
